,chainId,blockNumber,blockHash,transactionIndex,hash,log_index,nonce,from,to,token,token_address,value,price,value_usd,gas,gasPrice,gasUsed,maxFeePerGas,maxPriorityFeePerGas,type,callType,traceAddress,subtraces,output,error,result,address,code,init,r,s,v,input
2914,1,15954304,0xb3937118d266f74159d3470affd449bc783f4a94d54a403ef4b70d86675ce5bd,34,0x972b6abcd3d3bb3264b60f3fa63eb99a6eb138d4cfa3052605468a4ecb4c4a8b,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.8E-9,1262.480000000000018190,0.000008584864000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x48656c6c6f2c207369722e204d792066616d696c7920697320736572696f75736c7920696c6c2e204920686f706520796f752063616e2068656c70206d65206b656570207468656d206261636b2c206465617220736972576520616c6c2077616e74206f75722066616d696c7920746f206c69766520626574746572
2915,1,15954308,0xdb9198a7dce6eea9ec982628277343fc6a4f4fe16e8c915e32c4456938481cb8,48,0x70235f33430899ad15dc7d013dea5e146cdc519aa4a63b45482d198fe62ff450,,,0x21730803374b84f8f5ba3a888e8e50199015a2df,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.9E-8,1262.480000000000018190,0.000087111120000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2916,1,15954312,0x53fddf513fb0577d00f5a72d1371601db3c3ed257eff3c02460bfd95ca683fd1,217,0xa97e67bfd7fa0601335bdd76ea0c7480395f6074e86929594d9c9289e5ee3f27,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1262.480000000000018190,0.000012624800000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2920,1,15954332,0x5a336354a279a2a0e30ebfbe4da8415d076cae5df4b0e90008be17a13c1a8dc4,23,0xe1ecd0bf6bc8b26e30b43dd1c339a3e9292ed84ea9d4470f93b7d73f40420ead,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.8E-9,1262.480000000000018190,0.000008584864000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2921,1,15954333,,0,0x2aa93a5503933cb34a521cca87053255054e1bbeb626692da330b8948b86f26b,2.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,SNX,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,1000000,1.700151050000000108,1700151.050000000108000000,,,,,,,,,,,,,,,,,,,
2923,1,15954333,0x6dcc28560951e5d2302a1f1152d4afca432a9e502c189f0832a39bedbba246ec,0,0x2aa93a5503933cb34a521cca87053255054e1bbeb626692da330b8948b86f26b,,,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1177.037987537656989955,1262.480000000000018190,1485986.918506541218088709,2300.0,,0.0,,,call,call,[5],0.0,0x,,,,,,,,,0x
2924,1,15954336,0xa098dc4890a2b426720a14f1fd154f235e960b961191db4275d6d02795c71203,76,0x271491f775800a0f861f888c10602b17709ba0ae95353e72f644be8178f2a42e,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.8E-9,1262.480000000000018190,0.000008584864000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2925,1,15954342,,0,0x37a8f4cf553c7e354a38e030cd2303478662f4c28b6f60c5cbc42e5e28d270d7,1.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,SNX,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,1000000,1.700151050000000108,1700151.050000000108000000,,,,,,,,,,,,,,,,,,,
2927,1,15954342,0x7788afe51e5dd9924bd7b7f285b73b91eddea9bdceccc9e4bf7fd383c58e6868,0,0x37a8f4cf553c7e354a38e030cd2303478662f4c28b6f60c5cbc42e5e28d270d7,,,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1175.078030539361567898,1262.480000000000018190,1483512.511995333213614536,2300.0,,0.0,,,call,call,[4],0.0,0x,,,,,,,,,0x
2930,1,15954348,0xa6a72712e06fea69b7f506cc3d9451d4859601249b1cdd797913e1849a432871,43,0xab1feb9314bbd7ca4a6abeef2f5319686d266234f20ed7462377a53579d49150,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1262.480000000000018190,0.000012624800000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2932,1,15954356,,1,0x7fe367e61a7680d4b563d05ed82658af8d5a88f98c332d66f087a3db7e6f9097,7.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,SNX,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,1728799.897844151453391927,1.671768719999999986,2890153.592355047810519963,,,,,,,,,,,,,,,,,,,
2934,1,15954356,0xcc1f9c3bc529e96c95fb4481ed4cea4fabe74f0c72a71f543480ef8a2046f86a,1,0x7fe367e61a7680d4b563d05ed82658af8d5a88f98c332d66f087a3db7e6f9097,,,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1989.385708595666063152,1262.480000000000018190,2511559.669387856527595063,2300.0,,0.0,,,call,call,[4],0.0,0x,,,,,,,,,0x
2939,1,15954359,0xec64c3807a31c49ac53878c7ac19bcb5b6fc8ac8d4138518409987e6041284d8,220,0x9378dee2f8a73515c5d73f39c5aa75431cb9bc4929a359f43d499475739f70da,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-11,1262.480000000000018190,1.2624800000E-8,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2942,1,15954375,0x3e3d88bd7c2374d23cfcbe210cc9facad61276c683638e6530beb13a3952c261,51,0xf9579aec98a06abd1323ed5d36eee7d01860bc0b4b313d4f3853254493473917,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1263.766235119999919334,0.000012637662351200,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2948,1,15954382,0xa81a5a8ab2a673ceb3c7adebf705c90d9dd7f48c465b162312c3ed30b5baafe5,129,0x648b55d0e6b3a5c7df3dc80957c75ce21e86b122c61eb289d88409c965317bb5,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-12,1263.766235119999919334,1.263766235E-9,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2952,1,15954403,,47,0x8a486100bb1b001a86bbf66243cfbb727103ea476cfd689f4dcfdffccc695673,149.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x5Ea8132c16d6FA409c65D48c5e093a0dfFa0d253,PAXG,0x45804880De22913dAFE09f4980848ECE6EcbAf78,499.9,1736.042957154291116240,867847.874281430129008376,,,,,,,,,,,,,,,,,,,
2954,1,15954403,,47,0x8a486100bb1b001a86bbf66243cfbb727103ea476cfd689f4dcfdffccc695673,150.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x38699d04656fF537ef8671b6b595402ebDBdf6f4,PAXG,0x45804880De22913dAFE09f4980848ECE6EcbAf78,0.1,1736.042957154291116240,173.604295715429111624,,,,,,,,,,,,,,,,,,,
2956,1,15954403,,47,0x8a486100bb1b001a86bbf66243cfbb727103ea476cfd689f4dcfdffccc695673,152.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9c43CBfC046889159d4D53E0069737a7A142a369,PAXG,0x45804880De22913dAFE09f4980848ECE6EcbAf78,499.9,1736.042957154291116240,867847.874281430129008376,,,,,,,,,,,,,,,,,,,
2958,1,15954403,,47,0x8a486100bb1b001a86bbf66243cfbb727103ea476cfd689f4dcfdffccc695673,153.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x38699d04656fF537ef8671b6b595402ebDBdf6f4,PAXG,0x45804880De22913dAFE09f4980848ECE6EcbAf78,0.1,1736.042957154291116240,173.604295715429111624,,,,,,,,,,,,,,,,,,,
2960,1,15954403,0x9dcd96052817d6ef90f7d0810aac73eab688c2449e630563b27649ae7ac56ec5,47,0x8a486100bb1b001a86bbf66243cfbb727103ea476cfd689f4dcfdffccc695673,,64.0,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xA5025FABA6E70B84F74e9b1113e5F7F4E7f4859f,,,6.8468,1273.359999999999899956,8718.4412479999993150187408,398653.0,17866563340.0,,25322800025.0,2135742188.0,2,,,,,,,,,,0x75eafb793cff0b30ba20d0fdac380456700fedac7a965a991f1aada5eeea1d03,0x471453697cccbcf7606548ecbc472a94071880199341ffe1203d2fdb8e57abd0,1.0,0xfb5fe1c200000000000000000000000045804880de22913dafe09f4980848ece6ecbaf78000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000003635c9adc5dea00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000005ea8132c16d6fa409c65d48c5e093a0dffa0d25300000000000000000000000000000000000000000000001b1ae4d6e2ef5000000000000000000000000000009c43cbfc046889159d4d53e0069737a7a142a36900000000000000000000000000000000000000000000001b1ae4d6e2ef500000
2963,1,15954403,0x9dcd96052817d6ef90f7d0810aac73eab688c2449e630563b27649ae7ac56ec5,47,0x8a486100bb1b001a86bbf66243cfbb727103ea476cfd689f4dcfdffccc695673,,,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,,,6.8468,1263.766235119999919334,8652.754658619615447696,375441.0,,125808.0,,,call,call,[],1.0,0x000000000000000000000000000000000000000000000000000000000003b96c,,,,,,,,,0xfb5fe1c200000000000000000000000045804880de22913dafe09f4980848ece6ecbaf78000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000003635c9adc5dea00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000005ea8132c16d6fa409c65d48c5e093a0dffa0d25300000000000000000000000000000000000000000000001b1ae4d6e2ef5000000000000000000000000000009c43cbfc046889159d4d53e0069737a7a142a36900000000000000000000000000000000000000000000001b1ae4d6e2ef500000
2965,1,15954419,0xabf925a0b289e1763816db9c8f16efc16e94bd51d11efa0d1d4d218b58b231a7,25,0x5dd155dec1749cc692166214dbaedbcb4ae11238c88bb8f52947a8de86481961,,,0xb1fc5d0229bb10310d25bad8a0cd7f7b4cae42f7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1263.766235119999919334,0.000012637662351200,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe5a4a7e4bdace4bda0e5a5bd20e4ba8fe58589e4ba86efbc8ce59088e7baa6e4b99fe78886e4bb9320e4bda0e883bde4b88de883bde68a8ae5b1b1e5afa8e4b8aae4bda0e79c8be4b88de4b88ae79a84e5b1b1e5afa8e5b881e7bb99e68891e4b880e782b9efbc9fe58f91e58f91e68588e682b2
2966,1,15954429,,87,0x79dde7f323a962bd01825fc8cd519e77173181c0bb706cb15ae057388fecfbf6,128.0,,0xc1250eE62bBd7F7024522A219b54843a3eC1Ea89,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,,0x57f1887a8BF19b14fC0dF6Fd9B2acc9Af147eA85,109021588827054316457247065986145867467474717564444106992410818909127140814864,,,,,,,,,,,,,,,,,,,,,
2968,1,15954436,0x9cbb1e983585724a6d3c0b47aa7b57d80abe62f48874206bba7edaeb061adb3d,46,0x398f034724eb4b064413c37d0a3227cfc40c00e1153391a05bf6842a957e4fa5,,,0x949d1f951d8919513af5645bb3098f9413b8af3c,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-9,1263.766235119999919334,0.000001263766235120,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2969,1,15954440,0xb4c8bed215158adc5ce67186ed6059d9680ee1ce6f44562c12e5e283a8c06d12,37,0x09997d8f9afe1a3670ce552817d38a629410e0b45b615fa77b2b98bb082a3abf,,,0x949d1f951d8919513af5645bb3098f9413b8af3c,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-9,1263.766235119999919334,0.000001263766235120,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2978,1,15954566,0x56c4adf21e5646e29285bcc47ba46a7ec9ea2bc54a2fc9d39de6d72133a904da,11,0x5ad3653a31be9f64a0251185bf05e449211b70ad6adebda30d569e578167ca3b,,,0x70b1951bc8c57a244d82b03949c8bc5d9cd28e2f,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00042042,1263.766235119999919334,0.531312600569150366,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2981,1,15954623,0x54c307ee95186105a41c0b68db747b555b15118f9b3b19099b7685d7f45da63c,162,0xd70b58bdcf4cc7b911a75ee09e5b6c7cf31fae7b0f4e1e1a80fcde2fd6d54cca,,,0x70b1951bc8c57a244d82b03949c8bc5d9cd28e2f,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00069,1263.766235119999919334,0.871998702232799944,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2984,1,15954664,0x421cb4c573acc2d3d33676fab36ce7a1054c00dcfb2d5fa87ea943aa6367342d,16,0x7d9697bd427cca7168051f9fdec1df4f6b0df42ceb568e74c064bb176340418d,,,0xb2e4d3855fbf4733eabfc4950f6e702398a85916,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000001,1273.359999999999899956,0.001273360000000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x63616e20796f752067697665206d6520736f6d6520636f696ee3808249206c6f737420616c6c206d79206d6f6e657920696e20667478efbc8120746878
2996,1,15954786,0x1184dcf142ff599e3c5d0ede52a75ac8778d3cb8d3f661f6f0c053dde688c946,148,0xc5d412c22067053de93035eb40261ed9227f874d948a56f5ab9311bf594f41e1,,,0xbc4a2cc39bce766a95e9eca7af7b25b78e876057,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00001,1273.359999999999899956,0.012733599999999999,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x676574206d6520313030657468
2997,1,15954865,0xf845e571cc26224c10ff68584d7b034408729855ef9d0e89def41a46d04896c2,34,0xa0424fa34220b3f5d9331bb6fdeaa44a46bae62786de520fcf8256e36adefcd4,,,0xaefc650fdb436fd38095d7e54fd5f5a719f69547,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-11,1273.359999999999899956,1.2733600000E-8,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4d616e7320796f7520676f6e6e612075736520717569636b73776170207632206f6e20706f6c79676f6e20746f2064756d70206d61746963206f7220776f74206d38
3003,1,15955018,0x564f28cd38342f873c3b29935a5fdf3914f8e35a04e0f535dc064eb5fab045a0,130,0xba6a92661e68365c4a39c1a7cbc12d9b250d7ccae086b1342fa0f96c7341b847,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1273.200000000000045475,0.000012732000000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x45766572797468696e672049206861642077617320696e206674782c2065766572797468696e672049206861642c207468657920617070726f70726961746564206d79206173736574732c20616e64206e6f772074686579277265206f7574206f6620627573696e657373
3004,1,15955025,0x6df5fcdfa31743c54eb380dc334653cc5d20214fa193dd7382371c461addb9e4,41,0xf0dc5be948482478b9c96b8f79534d934eb7ee3876fc50e9f9794b867f4ac426,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1273.200000000000045475,0.000012732000000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x48656c70206d792062726f746865722c20492068617665206e6f2077617920746f206c6976652c206d79206d6f6e657920697320696e206674782c2049207472757374207468656d20736f206d7563682e596f7520617265206120676f6f64206d616e2c207468616e6b20796f752e
3005,1,15955051,0x804c6d6184703090b6baa5dd83a46fe2cb6173db519485b236265d388d7044e6,146,0xca57b4c1a267b0504a5a317fff252e036f753c0e03f15b98a1c788558ae2f127,,,0xba3ec78f653e6dd6f2283eb515f0b7c054d943a5,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1273.200000000000045475,0.127320000000000005,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x49206861766520313337204554482c2063616e20796f752067697665206d65206261636b3f20476f6f642070656f706c65206d757374206265206c75636b79
3008,1,15955091,,105,0xb07becce568a94d967eba19fa4bffe2410044c17a6d5769a52102d6aef3e6bcb,321.0,,0x68CbE93EEE39213b5b18aa0d3c8600139D563007,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,JUSTICE,0x59d1e836F7b7210A978b25a855085cc46fd090B5,31,0.000126759415659214,0.003929541885435634,,,,,,,,,,,,,,,,,,,
3013,1,15955149,,53,0x6589e63cea29ba818500c04ba23a382c67ce9a2b93c336f23280bd6b3b4486cf,113.0,,0x8FE1cce13F6b407D8FE32F5C02322be61418691e,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.999999,1.000000000000000000,0.999999000000000000,,,,,,,,,,,,,,,,,,,
3015,1,15955153,0x56dd38b1dd771867ac37ea234f5c32eb7c063c3f038c8abf95a0cbb1cf4cc88b,110,0xe24e0c6fea986df527eda6b36d6abe40199ef1df66e5216085a0aff5b1ea2e6f,,,0x8fe1cce13f6b407d8fe32f5c02322be61418691e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1273.200000000000045475,0.000012732000000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x492077617320616e206561726c7920465458207573657220616e642049206c6f73742061626f7574202434206d696c6c696f6e20776f727468206f662061737365747320696e2074686973206361736520626563617573652049207472757374656420697420616e64206469646e2774207472616e73666572207468656d206561726c79206f6e2e204920646f6e277420626c616d6520796f752c204d722e204861636b65722e204974277320616c6c2061626f757420435a20746865206c6f776c6966652e20497420636f737473206d652061206c6f742e2049276c6c206c6f73652065766572797468696e672c20696e636c7564696e67206d792066726565646f6d2c20616e642049276c6c2062652073756564206279207468652062616e6b2e204920686f706520796f752063616e2072657475726e207468652061737365747320746f204654582c206f722072657475726e2070617274206f66206d7920617373657473206f662032303030204554482e2042656361757365206e6f7720492068617665206e6f2063686f6963652062757420746f2061736b20796f752c204d722e204861636b65722e
3016,1,15955154,0xa168d8ce40c7a072e76dd46a1479af24efd26cba7364c35cafe1d7ef61c59581,109,0xb808e9e01c5cf2c9e140e61ffc1997a50326cbd8d07a5448616c3c12868fd68c,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-9,1266.702741009999954258,0.000001266702741010,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4920626f72726f776564206d6f6e65792066726f6d207468652062616e6b2c2049206d6f72746761676564206d7920686f7573652c206d79206361722c20616e64206e6f7720492063616e277420706179206974206261636b
3017,1,15955167,0xb459527d896ae28c72e9bd5fd1b9f8f20090e84e3c2788539c1bb271575d112f,81,0x74533e817d4e7f8da7795070f3219bd17a6305d9c1e81ec1dd0c2e7e204df957,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-11,1266.702741009999954258,1.2667027410E-8,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x416c6c206d79206d6f6e657920697320696e206674782c20492068617665206e6f206d6f6e657920746f2062757920666f6f642c204920646f6e2774206576656e2068617665206120706c61636520746f206c6976652c204920616d20636f6c6420616e642068756e677279206e6f772e
3018,1,15955178,0x8bee163d091e8bd8dd5e049a3b38fadfdc0438afad7c5791bad95ef08498c954,112,0xee2910552d67ece16ab83362a1cff49b2725fd14721097edd0c6a02848f19d72,,,0x8fe1cce13f6b407d8fe32f5c02322be61418691e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1266.702741009999954258,0.000012667027410100,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x49732074686174204f4b3f204920646f6e27742077616e74207468652077686f6c65207468696e67206261636b2c20796f752077616e742038302070657263656e742c2036302070657263656e742c20736f207468617420492063616e20736f6c7665207468652070726f626c656d2e
3019,1,15955180,,56,0x2d99c2fb0b3a1637523d698a61b7bff87471a4aae81363f836f591d3bc271b7a,115.0,,0x8FE1cce13F6b407D8FE32F5C02322be61418691e,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.999,1.000000000000000000,0.999000000000000000,,,,,,,,,,,,,,,,,,,
3021,1,15955186,0x0405eb13daf97e9ff0fe8f1fbe6a519e741489308bc27a1b08282dc851f3366f,21,0xace78e177c2ef9cea40383be862e53e9b2b0b1fb222c7a29a8a58b26e58a4ca8,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-10,1266.702741009999954258,1.26670274101E-7,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x48656c70206d792062726f746865722c20492068617665206e6f2077617920746f206c6976652c206d79206d6f6e657920697320696e206674782c2049207472757374207468656d20736f206d7563682e4920616c736f2068617665206d79206f776e2070657273697374656e636520616e6420647265616d2c20627574206e6f77204920616d2061626f757420746f2062652061756374696f6e6564206279207468652062616e6b206d7920686f7573652c20492068617665206e6f2063686f696365
3022,1,15955192,,134,0x6d1871e8b979f4390c891a5421b0dec8e905e3b1bb5626d36f3d36b27a015b38,267.0,,0x0000000000000000000000000000000000000000,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1000000000,,,,,,,,,,,,,,,,,,,,,
3024,1,15955200,0xb9009282f52a03cd1d55921eac8d283901cafb5b8099ccafb43f7a9a0d7f5af8,42,0x0aa3a5923296c46e112ec3b2e1aae71ac3112b0466605addddb2da1397a927fa,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1266.702741009999954258,0.000012667027410100,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4d79206769726c667269656e6420697320627265616b696e672075702077697468206d652e2049276d20676f696e6720746f206c6f73652065766572797468696e672c2062726f746865722c20706c656173652068656c70206d652c2073656e64206d65206d79203130306574682c20706c65617365
3025,1,15955206,0x5a3c69d37aaa1ff8256c398df46852d277b09a44e1461f1d0a4fe653f9fd645c,46,0x89fe35b0add14bf5781ed1bfe181fa0c9d45394532441142f57fcf148a5c53ce,,,0x8fe1cce13f6b407d8fe32f5c02322be61418691e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-7,1266.702741009999954258,0.000126670274101000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x49732074686174204f4b3f2049206769766520796f75206b6e65656c20646f776e2c20706c65617365206265207375726520746f2072657475726e206d6f7265207468616e2024322e35206d696c6c696f6e2061737365747320746f206d652c206d7920636f6d70616e792077696c6c20646965
3026,1,15955206,0x5a3c69d37aaa1ff8256c398df46852d277b09a44e1461f1d0a4fe653f9fd645c,47,0xc2692b5aa0d6dac65599af1dfd1ba4dc9f353ec14b75b03d82f677e8cd7fe90a,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-9,1266.702741009999954258,0.000001266702741010,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x492063616e2774206c6976652c206d616e2e2049276d20696e206772656174207061696e20616e6420726567726574206576657279206461792e2049277665206c6f73742065766572797468696e672049206861766520746f206c6f7365
3027,1,15955208,,103,0xe669644e33b684a9234f9fef9cbf5aa2407a429cbf2ec8b7a8ad1ac3c5dbe0da,252.0,,0x8FE1cce13F6b407D8FE32F5C02322be61418691e,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.999,1.000000000000000000,0.999000000000000000,,,,,,,,,,,,,,,,,,,
3031,1,15955217,,217,0xc6fabed5517bcbdc4ae467a10fda2168319354c1020ac8742f3c05ad73754121,249.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,100000000,,,,,,,,,,,,,,,,,,,,,
